location_id,pano_id,pano_lat,pano_lng,capture_date,road_heading
0208f5a853523b2b7efef38c3e4fb909f3551c6c,irFniMKnv9m49voZpQPDXw,-15.75205847394525,-48.01627190502801,2026-02,112.05185882184402
022afd17e8b83c14b1e6448907874fa6f75c000f,a4JKPFzgs4F2o9g643W6lg,-15.78997415653934,-47.84325936389851,2026-01,346.1699400038735
024b42555b66fb5279519a71dcd4af7fb76e7e6f,j1Kkl2XjyKQl6FS73jyekw,-15.83553639652751,-47.92071582247029,2024-06,164.02609591855025
03174cdf7fb771d10277388a999d528c9b9339cc,X8wGOlHbLlsQ75whu4kZPA,-15.79452084771111,-48.04349189838585,2024-09,89.1708925541419
048140154b725d6fdb96b46618074a6d2c93777b,_hELARTxXMDubne86Mg2Yw,-15.96231755213662,-48.02194973366868,2025-05,138.9783368250761
08149742430043d0930b494daf376d7a4bd5b839,ACMrOCNDW7nwVktblSiP-g,-15.65320646794428,-48.19541105304275,2024-08,95.11847422830454
08485415a11eae4a0198a7bd51545e21277b19f7,fRXYG5hqHnWxkiC6rbTpqA,-16.0254948401224,-48.06411775844119,2025-05,270.87578980639034
093ff971a477a9224e0ed9bdffeee94be9b3e89e,c8aEW2hESVWwQQH-pbe0rg,-15.92488392186361,-48.10871844558127,2025-07,29.692494806864744
0bb365e38bf2cf2d57e11ec062bd553f7de018e9,dc2O-DX0CumeCBa7F8zgWg,-16.01270233875114,-48.0479397033561,2025-05,31.052500083953007
0c12c5537a84835c63339a9e190469b5ff1d2975,tiUNcm0ppwuhqzo8cuNnKg,-15.88370101244847,-48.09686344992878,2025-06,72.66958355207916
0c8b39e201e8cc2034256f121751a0adea113c79,mMRrOiDEthSuNbbG2ibFlw,-16.04037426445812,-48.06311890415633,2025-07,300.1269916091334
0eb3eb25b000fc88f1c55af63b3bf344a260788e,RqgoKjZf46zC7Uui0_jGJg,-15.89957445043437,-48.03850933160066,2025-06,72.81937539696195
0f4e7e13db8ce9846fd73bc24bd868379189e1c4,ULdHFZTQTxUlGziWUnWxfQ,-15.86634709523743,-48.06042289225186,2025-06,61.65722605800035
103993c046edd74b067141e3d4159bf4eeaf5ccc,X_1yT7RuCHsIBskItCrZ4Q,-15.94236378839057,-48.24196668087247,2025-05,184.55950345860754
