location_id,pano_id,pano_lat,pano_lng,capture_date,road_heading
0117eb9a3e946e666ab59f8666f636012ff97200,XqO2YAV7k8irfRvRDYToLA,-15.93376188337742,-47.81567578996052,2025-05,211.30687242896724
01e9e8d18d3f5d883164daaf242e9ab69fcbdccc,99LMLZn0XqLPdDiDrK388g,-15.83294340843254,-48.14517744238925,2026-02,257.69349044546436
023c66e0146a4c4ccc0b4c1b291f63167ce36f4a,2x4991zS0MFpOkgujvO-HQ,-15.9212619478105,-48.0692968400111,2025-07,31.70325382074596
030d327bfc88fab7f31bbbbc5bdfbdc57be635cd,sTkKjmXdL3uzVBEgOWHQ3w,-15.80425777044477,-48.14095846392854,2026-01,163.30600464528354
03768ea9bb920d4acc69949f2106e7f042ff3897,DIFmJpygidVY8cmzpM47Og,-15.80390368696165,-47.99086514243172,2024-06,196.71300771620577
040f38d58cda78641e8093cca61c1cdc33eb6c23,vP0matOC8Ttlc6_rd9f5-Q,-15.77983375737078,-47.9938166199928,2024-09,272.7977579880235
043af7ebb096f57a19350b9b4dfa23be1695451f,Nfy0NVoq5Ye1u-2Y2GovAA,-15.79524383242765,-48.05066127026699,2024-10,358.79411188616234
048a3453c6e51b24ceb1430527fcfaadf8b781e9,ZnzjeAWHm89ksUGJNCdL9Q,-15.88098958467782,-48.06312246118905,2025-07,72.14066032250518
055324a9c3d1f0391ffcbbfc130fbfc6dede8d0d,FkrO8hY3ASZ3_vWEoTG9cg,-15.73248723892627,-47.86620641727886,2024-05,132.85197506276202
0779a50b6c0f2b97ef61b12cc5db29b4f3d43d8b,8fihXqmMQqBm9gt5DN4mhg,-15.81110166392029,-48.1331430356773,2026-02,247.5660204301998
08741814b43ba8bf7e48fe92d047560110b35dcc,5z6nlNgPPpWFgs265F9m5A,-15.74821254314198,-47.74942722106348,2024-06,43.289543501508305
08a147e453ddb9f0fca0b5ff1e322bd739bf2ad6,pDsit_lXk1nPGg3au-PMLA,-16.0109340702859,-48.04872445688202,2025-05,212.25265142682963
096b617e33e5128997714c3d1f6c9d50e0a81d98,hi58w4Fq3W_iLqRNyM6HCQ,-15.62020787328232,-47.63226172184517,2024-09,271.32329278326154
0d2b0036fb5f6585771dfc50a4a8741125e03306,42ir3N9OcCvH_jOvfkt0wg,-15.82161123645852,-47.90465202498797,2024-05,52.245975593316224
10596bf3b90f15167592ae17ac5e8453e0da7d14,4a9928nT52WUTWTzjntQxw,-15.90002941235015,-48.06907340294379,2025-07,168.36856160189902
11832ddbb0e322def534fd53a910edb06f16d4c8,CzHnsK50EcjznhycfEDEJw,-15.6801967403136,-47.65829174720529,2024-07,332.02163916919176
151132786b331f4dec8dbf91e557c886fae940d1,rnAUzusLdJNpm1ThMTLyhw,-15.87997529420543,-48.06150887902598,2025-06,162.68399613638857
1557b676ff9411c69290071866c41aa5e36b78f4,5vko38upBHfejhJTseJjMQ,-15.62057753411994,-47.82249735481444,2024-08,285.18728695297517
