location_id,pano_id,pano_lat,pano_lng,capture_date,road_heading
011382157bcc0da4556f378f31f8c14397ecae65,yKR0g_PnoDx52644PH94Pw,-15.87335455992126,-47.99971552642004,2024-06,130.60740697043533
024b42555b66fb5279519a71dcd4af7fb76e7e6f,j1Kkl2XjyKQl6FS73jyekw,-15.83553639652751,-47.92071582247029,2024-06,164.02609591855025
0287be6066ba1a19bcf8dd40c35377f66116fd1d,cA8SZQ8R1zA3KjJRatedqQ,-15.75216233333721,-47.76898598135514,2024-07,249.04114928379605
035d807bc42700702690330bf20d18c840a4e4f7,xo5RZlMek1m2IoUclpQlsg,-15.9000199500614,-48.06362468629353,2025-07,342.1997173506187
036e057b62fbcfc8a343a95ae4c74c5169254eaf,bdKwMNhIvHQhDiSZBIOpNQ,-15.76454092807189,-47.38418383234725,2025-07,317.70306544743306
048a3453c6e51b24ceb1430527fcfaadf8b781e9,ZnzjeAWHm89ksUGJNCdL9Q,-15.88098958467782,-48.06312246118905,2025-07,72.14066032250518
05b32f494ab7f2fb5a0d6b368ed844b27e497478,gTOgoyEnHJhrvPz1Afa7Sw,-15.68183497819514,-47.83514940325242,2024-07,161.79682290700396
05fce55858a9a2d5da57c77012b77b404e8e160e,yHbKvL46gZcTMwMKmq_BtQ,-15.83519397748409,-48.09411615079749,2025-02,339.94986193536687
078621ea0af1908f9348dddf69ca57b2fc21d517,GgJbPtfjXK-RJlVVgpK3OA,-15.79549139353174,-48.00161565046795,2024-09,178.12696823053122
08357404edcac9ba0fc3597ec859b7815e4f7ad8,FmxctnAAfmcYKSG5NyM5gQ,-15.82941838858141,-48.08557647914701,2024-10,342.42689885383396
0a5c660248bb4f90c858de059ac2fa4d4658d5bb,d3ky1cb-X2hKOe0WdATkJA,-15.92803731491787,-48.10800303376035,2025-07,42.27786453510693
0b35de08a51c16b34bee313df96d4f677b1c18ef,m2YQXB9LQN_oXneXdnnYqw,-15.74833112863574,-47.76212861796685,2024-12,23.528752254769525
0d91559453cb998b803514836a36ca9f0b111912,XkYEY6YoyS5hl4g42FdqRA,-15.81645468194555,-48.05991645907424,2024-09,250.82471590527646
0e09d4feb1c9a996db8f4ef4a599312342df458a,D1A0qqTZioRCImINOPVtzg,-15.57728975904294,-47.48578737757794,2024-11,76.91458301599033
0e0dd9b44c84e642afb74293b385738229671dcc,ESnbGn4HFaYETkRiBne12w,-15.61214677812985,-47.64293138733857,2025-07,91.24392970203253
0f960606002f11aa1439aa7c776a0e022c307ac0,LN-4EimTap8v8CulG5bstw,-15.68823694262571,-47.35779143512253,2025-07,269.4905477796458
107e48c6475630eac515a5fa6fd808fdb2301186,rTGVdLKgJTPro1_BkSHVrw,-15.7873370777939,-47.98919386937682,2025-07,282.23296735450424
108c94852090d2bbbc294cbe694d8002d7aaa2f3,jJ5Brb4r1f-fBSTCKE_b-w,-15.82304786412936,-48.09016889953097,2024-07,340.8784351288387
10e82118f3e48c801c4e699d81fb3cdef51d67b9,Q0YPtk8mZyoxnEjFx79Wog,-15.63330082412699,-47.84243216789721,2024-08,32.50023270285812
1151f53ea462e8b2d30305535b22a1eeef4a5d1b,irsVp0eaqZPy2_rcOCx4Wg,-15.74287879413993,-47.91198315475992,2024-05,26.369018763631026
12c90e7e717fdef6053bae4409db0502887954b0,hAV-5jpZrPUH3Ju2l10yeQ,-15.79033898722092,-48.1323622824164,2026-01,339.2949274163548
12cf5955f2ab67570d6a39d9d08eaaf2f8e0d862,lLFHdvdtnwIAO9STWDeAFQ,-15.86161232375848,-48.07955792850121,2025-06,64.1254310386933
138ab24345e313ea4c8370bc6f3484d405171773,g-icV7idONAF6j93vsq3hA,-15.77913058763651,-48.13938590535297,2024-07,345.9758394305429
1628d61e722c822c6ce3e3bd76689ac199bab996,AOhcJQL2YhNUKJoHJaRWrg,-15.89597179097129,-47.78638014851673,2025-01,130.5569168779447
